age,workclass,marital_status,race
43.871713435695625,Private-h1,Married-h1,White-h1
19.991593002476485,Private-h1,Married-h1,White-h1
28.530107978195446,Private-h1,Single,White-h1
42.57107113521992,Self-employed,Married-h1,White-h1
59.003966510754374,Private-h1,Married-h1,White-h1
34.17971083758473,Private-h1,Single,White-h1
35.29120767878169,Private-h1,Married-h1,White-h1
19.935666548989907,Private-h1,Single,White-h1
44.48538030869886,government department,Single,White-h1
49.11732748456249,government department,Married-h1,White-h1
31.16748695476988,Private-h1,Married-h1,White-h1
27.710170516117984,Private-h1,Married-h1,White-h1
58.980867152335314,Private-h1,Married-h1,White-h1
27.601527608057083,government department,Single,White-h1
63.12102431230572,Private-h1,Married-h1,White-h1
29.828546373094944,Private-h1,Single,White-h1
39.73793759948134,Private-h1,Married-h1,Non-White
46.68429612279732,Private-h1,Single,Non-White
42.09394300717882,Self-employed,Married-h1,White-h1
16.98209738365018,government department,Single,Non-White
17.44986768419692,Private-h1,Single,White-h1
31.66951676973453,government department,Married-h1,White-h1
39.35941572845278,government department,Married-h1,White-h1
48.13517599947892,Private-h1,Married-h1,White-h1
40.97886173174113,government department,Married-h1,White-h1
56.22895559546626,Private-h1,Single,White-h1
41.9453073589175,Private-h1,Married-h1,White-h1
50.8335449484238,government department,Single,White-h1
43.42500904083478,Self-employed,Married-h1,White-h1
28.425692753788027,government department,Married-h1,White-h1
57.45968377671233,Private-h1,Married-h1,White-h1
17.74967940747127,Private-h1,Married-h1,White-h1
72.74501210457815,Self-employed,Married-h1,White-h1
25.851287439632987,Self-employed,Single,White-h1
28.284701683713873,Private-h1,Married-h1,White-h1
35.39716536780988,Private-h1,Married-h1,White-h1
54.781557009371035,Private-h1,Married-h1,White-h1
51.08388139947882,Private-h1,Married-h1,White-h1
20.000217401009685,Private-h1,Single,White-h1
28.08320007620178,Private-h1,Single,White-h1
50.864249521942696,Private-h1,Single,White-h1
40.90053220302343,Private-h1,Widowhood,White-h1
35.03973036713728,Self-employed,Married-h1,White-h1
42.34413694692038,Private-h1,Married-h1,Non-White
52.4513930978563,government department,Married-h1,White-h1
58.52134410812336,Private-h1,Single,Non-White
35.94970662812072,Private-h1,Single,White-h1
49.16772766403945,Private-h1,Married-h1,White-h1
37.67842605657627,Private-h1,Single,White-h1
34.17739658114099,Private-h1,Married-h1,White-h1
60.894886846764436,government department,Single,Non-White
30.005818338527423,Self-employed,Married-h1,White-h1
27.773353321918016,Private-h1,Married-h1,White-h1
24.997044135809578,Private-h1,Single,White-h1
34.74810704837833,Private-h1,Single,White-h1
57.68226507521112,Self-employed,Married-h1,White-h1
57.808550884371726,Private-h1,Married-h1,White-h1
34.970686141812955,Private-h1,Single,White-h1
33.54215653642238,Private-h1,Married-h1,White-h1
42.145215303497785,Private-h1,Widowhood,White-h1
29.038339866369704,Private-h1,Single,White-h1
49.98431594176829,Private-h1,Married-h1,White-h1
29.980723878872553,Private-h1,Married-h1,White-h1
25.99429731886829,Private-h1,Single,White-h1
21.443140156326095,Private-h1,Single,White-h1
17.92380404573784,Private-h1,Single,Non-White
37.14059157899416,Private-h1,Married-h1,White-h1
51.96733415003368,government department,Married-h1,White-h1
60.471232616727875,Private-h1,Married-h1,White-h1
25.938595664321447,Private-h1,Married-h1,White-h1
43.17347464930727,government department,Widowhood,White-h1
51.17500593270231,Private-h1,Single,White-h1
42.04522596456392,Self-employed,Married-h1,White-h1
58.64370050099184,Private-h1,Married-h1,White-h1
26.551617930578427,Private-h1,Married-h1,White-h1
18.930947705754562,Private-h1,Single,White-h1
42.525958525391495,Private-h1,Married-h1,White-h1
36.731750829829636,Private-h1,Married-h1,White-h1
64.37470994928573,Private-h1,Married-h1,White-h1
39.6050411837261,Self-employed,Married-h1,White-h1
55.76633972414859,Self-employed,Married-h1,White-h1
40.921836803545666,Private-h1,Single,White-h1
49.3822888141148,Self-employed,Married-h1,White-h1
35.117049186075725,Private-h1,Married-h1,White-h1
16.997618384298423,Private-h1,Single,White-h1
29.700862947447444,Private-h1,Married-h1,Non-White
56.14743022084866,Private-h1,Married-h1,White-h1
54.93622341949303,Private-h1,Single,White-h1
73.90824738764331,Self-employed,Married-h1,White-h1
25.96511367266981,Private-h1,Single,White-h1
35.02493937924785,Private-h1,Single,Non-White
43.65921010403432,Self-employed,Married-h1,White-h1
9.588521205181411,Private-h1,Single,White-h1
41.94729750196869,Private-h1,Married-h1,White-h1
39.478124017635366,Private-h1,Married-h1,Non-White
31.22844863788271,Private-h1,Single,White-h1
38.97969887336602,Private-h1,Single,White-h1
63.32114446593372,government department,Married-h1,White-h1
24.0669011316717,Private-h1,Married-h1,Non-White
23.23090062287408,Private-h1,Single,White-h1
25.18331344200854,Private-h1,Single,White-h1
26.335783493401298,Private-h1,Married-h1,White-h1
22.03707260195178,Private-h1,Single,White-h1
44.99633670957285,Private-h1,Married-h1,White-h1
41.48830687113923,Private-h1,Single,White-h1
38.07422923690293,Private-h1,Single,White-h1
30.2524305181528,Private-h1,Married-h1,White-h1
25.62000103249352,Private-h1,Single,White-h1
50.5302445966384,Private-h1,Married-h1,White-h1
41.902066953349305,Private-h1,Married-h1,White-h1
55.85090370670712,Private-h1,Single,White-h1
39.75641288332762,Private-h1,Married-h1,White-h1
19.35868678789088,Private-h1,Single,White-h1
31.63363428297308,Private-h1,Single,White-h1
27.703276412520804,government department,Single,White-h1
43.42821914796107,Self-employed,Married-h1,White-h1
80.2476719681717,Private-h1,Married-h1,White-h1
24.159541652690926,government department,Single,White-h1
38.724015662701724,Private-h1,Married-h1,White-h1
36.34675627365878,Private-h1,Married-h1,White-h1
49.61102815491568,Private-h1,Single,White-h1
57.33542915917175,Private-h1,Married-h1,White-h1
72.43793785226511,Private-h1,Married-h1,White-h1
62.27474915496702,Private-h1,Widowhood,White-h1
32.99296775050463,Private-h1,Single,White-h1
42.21546819000728,government department,Married-h1,White-h1
34.963251975490955,Private-h1,Married-h1,White-h1
51.26389254968575,Private-h1,Married-h1,White-h1
49.861882939567145,Private-h1,Married-h1,White-h1
55.928521765948155,Private-h1,Married-h1,White-h1
42.33228313940309,Private-h1,Single,White-h1
26.750600521217322,Private-h1,Married-h1,White-h1
50.49135938646761,Private-h1,Married-h1,White-h1
30.602103038474414,Private-h1,Single,White-h1
34.26006964422565,Private-h1,Married-h1,White-h1
57.33185403044058,Private-h1,Single,White-h1
19.444642396954258,Private-h1,Single,White-h1
19.74677076420152,Private-h1,Single,White-h1
42.26479947964885,Private-h1,Single,White-h1
42.60860270233806,Private-h1,Married-h1,White-h1
34.79117078816954,government department,Single,Non-White
28.344952351469864,Private-h1,Single,White-h1
44.89223075876234,government department,Married-h1,White-h1
24.896862108599237,government department,Single,White-h1
35.33183323276121,Private-h1,Married-h1,White-h1
58.001330552614,Self-employed,Married-h1,White-h1
42.80018731488153,Private-h1,Married-h1,White-h1
22.20289643316758,Private-h1,Single,Non-White
24.912129744947062,Private-h1,Single,Non-White
25.76725357241808,Private-h1,Single,White-h1
49.8709909305887,Private-h1,Married-h1,White-h1
28.407374964329296,Private-h1,Married-h1,White-h1
16.11615523819776,Self-employed,Single,White-h1
52.33448870165377,Self-employed,Married-h1,White-h1
35.882505983298906,Private-h1,Single,White-h1
58.69571230178694,Private-h1,Married-h1,White-h1
55.88925402868085,Private-h1,Married-h1,Non-White
40.8350233214777,government department,Single,White-h1
19.516546239924587,Private-h1,Single,White-h1
32.99465030298878,Private-h1,Single,White-h1
44.565078565483816,Self-employed,Single,White-h1
36.156663937278644,Private-h1,Married-h1,White-h1
35.762251112570695,Private-h1,Married-h1,White-h1
49.88776179752443,Self-employed,Married-h1,White-h1
49.56258053475973,Self-employed,Married-h1,White-h1
28.51321952129537,Private-h1,Single,White-h1
28.3764201846044,Private-h1,Single,Non-White
22.896505340848094,government department,Married-h1,White-h1
28.471105402004685,Private-h1,Single,White-h1
42.48256960185705,Private-h1,Married-h1,White-h1
42.417623238809426,Private-h1,Single,White-h1
24.19830917261288,Private-h1,Married-h1,White-h1
38.91584145238953,government department,Married-h1,White-h1
41.77725921271603,government department,Married-h1,White-h1
43.54287453293369,government department,Single,White-h1
34.37923313469338,Self-employed,Single,White-h1
64.95821610705518,government department,Married-h1,White-h1
35.60389636066016,Private-h1,Single,Non-White
29.602639339854942,Private-h1,Single,Non-White
51.49829910925206,Private-h1,Married-h1,White-h1
34.96807758160523,Private-h1,Married-h1,White-h1
21.581373929657442,Private-h1,Single,White-h1
28.03257708947418,Private-h1,Married-h1,White-h1
16.34896055235709,Private-h1,Single,White-h1
40.51673133839728,government department,Single,White-h1
26.691646604684504,government department,Single,White-h1
29.011448940232565,Private-h1,Married-h1,White-h1
21.90707317416072,Private-h1,Single,White-h1
44.58543741554711,government department,Married-h1,White-h1
17.61285055240018,Private-h1,Single,White-h1
51.29587906252868,Private-h1,Married-h1,White-h1
42.7552995150813,Private-h1,Single,White-h1
41.45522536980697,Private-h1,Widowhood,White-h1
43.435273362481155,Private-h1,Married-h1,Non-White
46.39568115398189,Private-h1,Single,White-h1
32.36458941048862,Private-h1,Single,White-h1
47.65080401944133,Private-h1,Single,White-h1
22.826624622825367,Private-h1,Single,White-h1
20.055211974167236,Private-h1,Single,White-h1
28.264683943694198,Self-employed,Married-h1,White-h1
68.95054772962177,Self-employed,Single,White-h1
72.07464636174137,Self-employed,Married-h1,White-h1
30.734091096583434,Private-h1,Married-h1,White-h1
35.606599215249794,government department,Single,Non-White
27.282815807676247,Private-h1,Married-h1,White-h1
28.064922681115515,government department,Single,White-h1
14.675648401796575,Private-h1,Single,White-h1
28.35604571479697,Private-h1,Married-h1,White-h1
36.98338892815304,government department,Married-h1,White-h1
18.18564022124449,Private-h1,Single,White-h1
25.097797103050056,Private-h1,Married-h1,White-h1
34.638169781729935,government department,Married-h1,White-h1
40.7198173398791,Private-h1,Single,White-h1
28.222596498190324,Private-h1,Married-h1,White-h1
35.19450957240036,Private-h1,Married-h1,White-h1
49.887116162319934,government department,Widowhood,White-h1
37.26766842021745,Private-h1,Single,White-h1
36.074162314144026,Private-h1,Married-h1,White-h1
44.64529448823167,Private-h1,Married-h1,Non-White
49.83148563539943,government department,Married-h1,White-h1
30.084304699156824,Private-h1,Single,White-h1
19.469729578731194,government department,Single,White-h1
29.810555358961963,Private-h1,Married-h1,White-h1
41.3033078452644,Private-h1,Single,Non-White
19.76090416160113,Self-employed,Single,White-h1
57.36103996167308,Private-h1,Single,White-h1
39.746748582490326,Private-h1,Single,White-h1
48.78679723326862,government department,Single,Non-White
49.60045105931484,Self-employed,Married-h1,White-h1
34.00059067433612,Private-h1,Single,White-h1
33.300117245291474,Self-employed,Married-h1,White-h1
44.185881637428984,Self-employed,Married-h1,White-h1
26.449708976861892,Self-employed,Single,White-h1
39.20921326050199,government department,Married-h1,White-h1
21.373551106400683,Private-h1,Married-h1,White-h1
43.70292711939747,Private-h1,Married-h1,White-h1
21.99052498098532,Private-h1,Single,White-h1
40.59759254031128,Private-h1,Married-h1,White-h1
49.79683185850943,Private-h1,Married-h1,White-h1
35.93579063462586,Private-h1,Single,White-h1
48.98346753993604,Self-employed,Married-h1,White-h1
42.70882631040339,Self-employed,Married-h1,White-h1
28.0164675124786,Private-h1,Single,White-h1
86.67240468852088,Private-h1,Single,White-h1
41.94802333194108,Private-h1,Married-h1,White-h1
20.766193490277672,Private-h1,Single,White-h1
18.7224189821816,Private-h1,Single,White-h1
22.264494151598324,Private-h1,Single,White-h1
33.48121810926592,Private-h1,Married-h1,White-h1
28.34660476027778,Private-h1,Single,White-h1
45.8266347785633,Private-h1,Married-h1,White-h1
20.860343726239996,government department,Single,White-h1
40.86868011372247,Private-h1,Married-h1,White-h1
44.37418874313791,Private-h1,Married-h1,White-h1
33.47711488238587,Private-h1,Single,White-h1
64.39310105701607,Private-h1,Widowhood,White-h1
31.470851321100543,Private-h1,Single,White-h1
42.32843062978742,Private-h1,Married-h1,White-h1
19.458308061234085,Self-employed,Single,White-h1
20.00459785088343,Private-h1,Single,Non-White
35.14482635697783,Self-employed,Single,White-h1
35.050927904942334,Private-h1,Married-h1,White-h1
34.993562788358865,Private-h1,Single,White-h1
42.625692342269595,Self-employed,Married-h1,White-h1
59.47677760398944,Private-h1,Single,White-h1
37.048284374813385,Self-employed,Married-h1,White-h1
36.83136539087149,government department,Married-h1,White-h1
39.896125030283244,government department,Married-h1,White-h1
57.18264217417082,Private-h1,Married-h1,White-h1
68.18741113694828,government department,Married-h1,White-h1
21.585787699980557,Private-h1,Single,White-h1
38.21793129704146,Private-h1,Married-h1,Non-White
44.194985463614536,Private-h1,Married-h1,White-h1
42.11450919660999,Self-employed,Married-h1,White-h1
34.702420185636456,Private-h1,Single,White-h1
26.808831104907966,government department,Single,White-h1
28.745326254768298,Private-h1,Single,White-h1
56.50591170753068,Private-h1,Married-h1,Non-White
20.542482414538647,Private-h1,Married-h1,White-h1
52.6514016332583,Self-employed,Married-h1,Non-White
72.78267484744497,Private-h1,Married-h1,White-h1
66.31500241926047,Private-h1,Single,Non-White
42.813683444469476,government department,Married-h1,White-h1
37.13539811239062,Self-employed,Married-h1,White-h1
50.85411996250435,Private-h1,Single,White-h1
27.48935383211228,Private-h1,Single,White-h1
65.3500219957264,Self-employed,Married-h1,White-h1
56.83472097429804,Self-employed,Married-h1,White-h1
28.634693426916872,Private-h1,Single,White-h1
21.163895043278345,Private-h1,Single,Non-White
43.56522286686315,Private-h1,Married-h1,Non-White
74.0440808789378,Private-h1,Married-h1,White-h1
50.07982884115818,Private-h1,Single,White-h1
65.82082581404497,Private-h1,Single,White-h1
40.644993860815724,Private-h1,Married-h1,Non-White
32.04750488235987,Private-h1,Married-h1,White-h1
21.45696495818,Private-h1,Single,White-h1
43.31660044897274,Private-h1,Married-h1,White-h1
35.40379393953963,Private-h1,Single,White-h1
62.40888481332569,Private-h1,Married-h1,White-h1
23.479746833916295,Private-h1,Single,White-h1
18.734647206496298,Private-h1,Single,White-h1
35.13010598735802,Private-h1,Married-h1,White-h1
27.404902407770628,Private-h1,Single,White-h1
31.860443690892218,Private-h1,Married-h1,White-h1
43.68753496761731,Private-h1,Married-h1,White-h1
27.71887907714394,Private-h1,Single,Non-White
44.637948126744966,Private-h1,Married-h1,White-h1
35.26368965734471,government department,Married-h1,White-h1
24.77698137641482,Private-h1,Single,White-h1
32.98504535645306,Private-h1,Married-h1,White-h1
54.38239706636555,Self-employed,Married-h1,White-h1
26.07517253088432,Private-h1,Single,White-h1
40.091983133776,Private-h1,Single,White-h1
37.97241401561534,Private-h1,Single,White-h1
65.15883156218985,Self-employed,Married-h1,White-h1
20.485234192076064,Private-h1,Single,White-h1
62.411698495953026,Private-h1,Single,White-h1
54.34239745283189,Self-employed,Married-h1,White-h1
46.991222787504604,Private-h1,Married-h1,White-h1
50.61612865076115,Private-h1,Single,White-h1
49.365845529414464,Self-employed,Married-h1,White-h1
37.77881038324796,Self-employed,Married-h1,White-h1
64.33586370183933,Private-h1,Widowhood,Non-White
37.75888064707601,Private-h1,Married-h1,White-h1
56.93266708171556,government department,Married-h1,White-h1
62.842742999570845,Private-h1,Widowhood,White-h1
28.85981534060727,Private-h1,Married-h1,White-h1
49.578240802813426,Private-h1,Single,White-h1
36.16308183228844,government department,Single,Non-White
26.874886904241684,government department,Single,Non-White
43.648907728883074,Private-h1,Married-h1,White-h1
26.503751208906337,government department,Married-h1,White-h1
44.69975603595507,Private-h1,Married-h1,Non-White
27.210780466534928,Private-h1,Single,Non-White
20.993747493120907,Private-h1,Single,White-h1
35.283379327984996,Private-h1,Married-h1,White-h1
33.238111935213965,Private-h1,Single,White-h1
37.33689775999857,Private-h1,Single,Non-White
70.98923146165563,Private-h1,Widowhood,White-h1
22.2540519825424,Private-h1,Single,Non-White
23.42382994152652,Private-h1,Single,White-h1
20.805296570466354,Private-h1,Single,White-h1
20.35792160557036,Private-h1,Single,Non-White
73.59924842390298,government department,Married-h1,White-h1
29.244570618540934,Private-h1,Married-h1,White-h1
29.36011043513053,Private-h1,Married-h1,White-h1
50.89267230713401,Private-h1,Married-h1,White-h1
26.364090133154168,Private-h1,Single,White-h1
35.60999338720344,Private-h1,Single,White-h1
26.6255532613954,Private-h1,Single,White-h1
25.447834194635266,Private-h1,Single,White-h1
47.099946721956144,government department,Married-h1,White-h1
56.80144597300362,Private-h1,Married-h1,White-h1
27.58535446227548,Self-employed,Single,White-h1
43.92656529857776,Private-h1,Married-h1,White-h1
35.63406670330072,government department,Married-h1,Non-White
58.87234120534271,Self-employed,Married-h1,White-h1
50.81460643021364,Private-h1,Single,Non-White
31.97221810496116,Private-h1,Single,White-h1
51.12766312154765,Private-h1,Married-h1,Non-White
40.882757334171465,Private-h1,Single,White-h1
35.33398751528617,Private-h1,Married-h1,Non-White
35.89221108476795,Private-h1,Single,White-h1
34.63317601702524,Private-h1,Married-h1,White-h1
66.69742024845473,Self-employed,Married-h1,White-h1
27.61206283918107,Private-h1,Single,Non-White
47.03010412598829,Private-h1,Single,White-h1
34.96153046761996,Private-h1,Married-h1,White-h1
20.8995175175221,Private-h1,Single,White-h1
37.13674289873686,Private-h1,Single,Non-White
20.654074423310423,Private-h1,Single,Non-White
30.15409492344999,Private-h1,Single,Non-White
58.44060309957108,government department,Widowhood,White-h1
41.411412057901906,Private-h1,Married-h1,White-h1
24.82145325509863,Private-h1,Single,Non-White
46.12271060873319,Private-h1,Married-h1,White-h1
31.69094831050804,Self-employed,Single,White-h1
28.534803963531413,government department,Single,Non-White
65.85182748061109,Self-employed,Married-h1,White-h1
26.054531507593612,Private-h1,Married-h1,White-h1
47.20178159645986,Private-h1,Single,White-h1
25.983086424718675,Private-h1,Married-h1,Non-White
64.34642986328375,Private-h1,Married-h1,White-h1
20.91037872071483,Private-h1,Single,White-h1
43.677800808556086,Self-employed,Married-h1,White-h1
60.61394070356431,government department,Married-h1,Non-White
35.343861728864205,Private-h1,Single,White-h1
49.531182354604006,Private-h1,Married-h1,White-h1
72.91200641345907,Private-h1,Married-h1,Non-White
36.02528460280219,Private-h1,Single,Non-White
49.24611234723587,Private-h1,Married-h1,White-h1
62.042697440950505,Private-h1,Single,White-h1
34.57468171845228,government department,Married-h1,White-h1
20.832945221306847,Private-h1,Single,White-h1
51.76082360779301,Private-h1,Married-h1,White-h1
21.20422245992708,Private-h1,Single,Non-White
29.491140985531704,Private-h1,Married-h1,White-h1
35.95651956939074,Private-h1,Single,White-h1
27.64558548075674,Private-h1,Single,White-h1
23.552443429525304,Private-h1,Single,White-h1
41.881179061601934,Private-h1,Married-h1,Non-White
28.22591812493618,Private-h1,Single,White-h1
33.85192688099047,Private-h1,Single,White-h1
58.5966379431083,Private-h1,Married-h1,White-h1
21.233872871475583,Private-h1,Single,White-h1
38.643027923663325,Self-employed,Married-h1,White-h1
37.745982580701686,Private-h1,Single,White-h1
29.629029002043556,Private-h1,Married-h1,White-h1
60.96945748227128,Self-employed,Married-h1,White-h1
26.277438671590293,Private-h1,Single,White-h1
26.502723887066523,Private-h1,Single,Non-White
35.476062544771416,Private-h1,Widowhood,White-h1
56.262327297862015,Private-h1,Married-h1,White-h1
58.89706642045374,government department,Widowhood,White-h1
57.18893357846353,government department,Married-h1,White-h1
42.905800320198345,Self-employed,Married-h1,White-h1
20.810691127254067,Private-h1,Single,White-h1
28.138928502635018,Private-h1,Married-h1,White-h1
38.39162863581795,Self-employed,Single,White-h1
16.110175272196415,government department,Single,White-h1
23.15458502582633,Private-h1,Single,White-h1
57.594352840406856,Private-h1,Widowhood,White-h1
41.23400700492361,Private-h1,Single,Non-White
20.674167969814693,Private-h1,Single,White-h1
49.704344159958325,government department,Single,Non-White
22.178170563210745,Private-h1,Single,White-h1
30.743959306842385,Private-h1,Widowhood,White-h1
40.6672712925965,Private-h1,Married-h1,White-h1
24.512269358665584,Private-h1,Single,White-h1
28.878387972907653,Private-h1,Married-h1,Non-White
29.228463690821478,Private-h1,Single,Non-White
63.0616691221266,Private-h1,Married-h1,White-h1
60.19703880045972,Self-employed,Widowhood,White-h1
39.96113060393798,Private-h1,Married-h1,White-h1
57.61698191125733,Private-h1,Widowhood,White-h1
30.854187071032644,Private-h1,Single,White-h1
44.635791262117316,Private-h1,Married-h1,White-h1
21.878404681729535,government department,Single,White-h1
35.45062454849086,Private-h1,Single,White-h1
63.76765913365829,Private-h1,Married-h1,White-h1
41.18831020849676,Private-h1,Single,White-h1
41.67228620176325,Self-employed,Married-h1,White-h1
21.3134474336915,Private-h1,Single,White-h1
40.90507284159901,Private-h1,Single,White-h1
49.77790778202907,Private-h1,Married-h1,White-h1
32.184768379170535,Self-employed,Married-h1,White-h1
44.83015642985843,Private-h1,Single,Non-White
49.977082368553326,Private-h1,Married-h1,White-h1
27.460535387156373,Private-h1,Single,Non-White
51.72299334603154,government department,Married-h1,White-h1
35.645295493620914,Private-h1,Single,Non-White
52.11252515097571,Private-h1,Married-h1,White-h1
43.81755912422476,Private-h1,Single,Non-White
58.773912214996265,Private-h1,Married-h1,White-h1
41.16563007081237,Private-h1,Married-h1,White-h1
35.5679808499301,government department,Married-h1,White-h1
16.745531674395224,government department,Single,White-h1
19.75961615373261,Private-h1,Single,White-h1
51.131649258134665,Private-h1,Single,Non-White
34.92493312522451,government department,Married-h1,White-h1
32.12349906198855,Private-h1,Married-h1,White-h1
64.9526424511803,government department,Widowhood,White-h1
14.709914796761106,government department,Single,White-h1
48.81824809845202,Private-h1,Married-h1,White-h1
20.204677679896818,Private-h1,Single,White-h1
38.45479903442789,Private-h1,Married-h1,White-h1
41.95075991896585,Private-h1,Married-h1,White-h1
20.41741170274911,Private-h1,Single,White-h1
42.09421057484941,Private-h1,Married-h1,Non-White
28.750220963407706,Private-h1,Single,White-h1
28.547983884750778,government department,Single,Non-White
56.5904999257999,Private-h1,Married-h1,White-h1
38.10966304611263,Self-employed,Single,White-h1
64.78820976401522,government department,Single,White-h1
28.201684943166633,Private-h1,Married-h1,White-h1
49.0364843622562,Private-h1,Single,White-h1
34.11334003314374,Private-h1,Married-h1,White-h1
41.83227214832049,government department,Single,White-h1
27.517006834899036,Private-h1,Single,Non-White
18.20214380282447,Private-h1,Married-h1,White-h1
43.89024540904472,government department,Married-h1,White-h1
26.264752773924474,government department,Single,White-h1
42.347386201761324,Private-h1,Married-h1,White-h1
34.97145484223826,Private-h1,Married-h1,White-h1
32.40757570563948,government department,Married-h1,White-h1
24.69604177765506,Self-employed,Married-h1,White-h1
24.562732038656474,Private-h1,Single,White-h1
73.30237287461273,Self-employed,Married-h1,White-h1
20.92112101719371,Private-h1,Single,White-h1
31.197702363493942,Private-h1,Married-h1,White-h1
43.8301200220866,Private-h1,Married-h1,White-h1
41.43726284684562,Self-employed,Married-h1,White-h1
34.45159934677677,Private-h1,Single,White-h1
58.755657072927825,Self-employed,Married-h1,White-h1
48.86992213789641,Self-employed,Single,White-h1
50.289731114710335,Private-h1,Married-h1,Non-White
39.24804693635225,Private-h1,Married-h1,White-h1
70.41258639402896,government department,Married-h1,White-h1
36.29891613973717,government department,Single,White-h1
36.68276763391208,Private-h1,Married-h1,White-h1
49.395845212957745,government department,Married-h1,Non-White
22.427813626677807,Private-h1,Single,White-h1
58.32064245413397,Private-h1,Married-h1,Non-White
20.416898892027298,Private-h1,Single,White-h1
36.26551165500599,Private-h1,Married-h1,White-h1
58.899632162164075,Private-h1,Married-h1,White-h1
59.61859205647066,Private-h1,Married-h1,Non-White
19.565068495599057,Private-h1,Single,White-h1
42.154212760296254,Private-h1,Married-h1,White-h1
23.1459441702358,Private-h1,Single,White-h1
29.386027501421097,government department,Single,Non-White
23.547335246619582,Private-h1,Married-h1,White-h1
71.46848075866701,government department,Widowhood,White-h1
26.67878176851818,Private-h1,Married-h1,White-h1
35.99461273902493,Self-employed,Single,White-h1
71.18222216799619,Self-employed,Married-h1,White-h1
41.023114059463616,government department,Married-h1,White-h1
35.557210151901664,government department,Single,White-h1
53.194488575740955,Self-employed,Married-h1,White-h1
49.09106793665781,Private-h1,Married-h1,White-h1
66.84998869463979,government department,Married-h1,White-h1
35.11077371270693,Private-h1,Single,White-h1
31.295405128105543,Private-h1,Single,Non-White
26.110015935945853,Private-h1,Single,White-h1
23.631807007596734,Private-h1,Married-h1,White-h1
30.63592707951538,government department,Married-h1,White-h1
27.861142966274034,Private-h1,Single,Non-White
41.94590574787881,Private-h1,Married-h1,White-h1
32.64780260375432,government department,Single,White-h1
14.937900167482232,Private-h1,Single,White-h1
34.49820024934898,Private-h1,Married-h1,Non-White
26.141107482843434,Private-h1,Single,White-h1
20.46252998311811,Private-h1,Single,White-h1
89.6028672832394,government department,Married-h1,White-h1
21.35207788575689,Private-h1,Single,White-h1
23.888845910426088,Private-h1,Married-h1,White-h1
52.79377153005327,government department,Single,White-h1
34.16750210596522,Private-h1,Married-h1,White-h1
23.654788279322666,Private-h1,Single,White-h1
38.157292226080784,government department,Single,White-h1
39.31658071018157,government department,Married-h1,White-h1
21.751573284562717,Private-h1,Single,White-h1
74.02224233785883,government department,Married-h1,White-h1
54.41961294711687,Self-employed,Married-h1,White-h1
25.536873109188704,Private-h1,Single,White-h1
56.68834407657379,Self-employed,Married-h1,White-h1
50.71503497630059,government department,Married-h1,White-h1
42.6620001700283,Self-employed,Married-h1,White-h1
30.718199859454128,Private-h1,Single,White-h1
44.3698028735125,Private-h1,Single,Non-White
49.782523883242895,Private-h1,Married-h1,White-h1
39.97637321696301,government department,Married-h1,White-h1
39.367984505635015,Private-h1,Single,Non-White
41.8864783940091,Private-h1,Single,White-h1
22.543710176503286,Self-employed,Single,White-h1
22.52157869316476,Private-h1,Single,White-h1
22.334406825393955,Private-h1,Single,White-h1
33.16467950066145,Private-h1,Single,White-h1
29.541988221589605,Private-h1,Single,White-h1
31.014460805592154,Private-h1,Single,White-h1
58.2760739744513,Private-h1,Married-h1,White-h1
23.693429264021297,Private-h1,Married-h1,White-h1
35.61770562563037,Private-h1,Married-h1,Non-White
30.15083573710402,Self-employed,Married-h1,White-h1
26.330646476834495,government department,Single,White-h1
42.03053112283365,Private-h1,Single,White-h1
43.816556813830786,Private-h1,Single,White-h1
25.62818511529832,Private-h1,Single,White-h1
48.652730969244004,government department,Married-h1,White-h1
51.83901876482096,Self-employed,Single,Non-White
22.732809204703337,government department,Single,White-h1
21.400098771634884,Private-h1,Single,White-h1
41.83557270594048,Private-h1,Single,White-h1
35.5812720960619,government department,Single,White-h1
27.047107940788305,government department,Married-h1,Non-White
32.143349606600005,Private-h1,Single,White-h1
17.402775337344217,Private-h1,Married-h1,White-h1
42.78787274496518,Self-employed,Single,White-h1
42.17478178380286,government department,Married-h1,White-h1
25.63908076226482,government department,Single,White-h1
25.746451921709294,Private-h1,Single,White-h1
43.00191772776802,Private-h1,Single,White-h1
55.70778081204706,Private-h1,Single,White-h1
40.43778599781562,Private-h1,Married-h1,White-h1
47.442914019689134,Private-h1,Single,White-h1
28.854867810302768,Private-h1,Single,Non-White
52.69567626562483,government department,Married-h1,White-h1
34.96949831306455,Private-h1,Single,White-h1
34.71106460092879,Self-employed,Married-h1,Non-White
19.985362683416845,Private-h1,Single,White-h1
29.535683254256835,Private-h1,Married-h1,White-h1
36.38094699640749,Private-h1,Single,White-h1
49.56081224235966,Private-h1,Widowhood,White-h1
55.467301276591286,Self-employed,Married-h1,White-h1
43.03452274875114,Private-h1,Married-h1,White-h1
44.32698826525356,Private-h1,Single,Non-White
23.62087758133537,government department,Single,White-h1
49.130578332755135,Private-h1,Married-h1,White-h1
36.91459259203991,Self-employed,Married-h1,White-h1
27.64786579908439,Private-h1,Single,White-h1
66.69434314781954,Private-h1,Married-h1,White-h1
41.83838329670554,Private-h1,Single,White-h1
20.115273862365804,Private-h1,Single,White-h1
19.20622081994799,Private-h1,Single,White-h1
