age	workclass	education	education_num	marital_status	occupation	relationship	race	sex	capital_gain	capital_loss	hours_per_week	native_country
(38.9, 46.2]	Private-h1	Doctorate	16	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Adm-clerical	Own-child	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Prof-specialty	Own-child	Non-White	Male	0	0	40	Taiwan
(46.2, 53.5]	government department	Some-college	10	Widowhood	Adm-clerical	Not-in-family	White-h1	Female	0	0	24	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Adm-clerical	Wife	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	Non-White	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Transport-moving	Not-in-family	Non-White	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	10th	6	Single	Other-service	Own-child	White-h1	Female	0	0	25	United-States
(38.9, 46.2]	government department	Some-college	10	Single	Other-service	Own-child	Non-White	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Single	Exec-managerial	Not-in-family	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Prof-specialty	Own-child	White-h1	Female	1055	0	32	United-States
(16.927, 24.3]	Self-employed	HS-grad	9	Married-h1	Other-service	Wife	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	11th	7	Single	Other-service	Own-child	White-h1	Male	0	1721	15	United-States
(82.7, 90.0]	Private-h1	Some-college	10	Single	Sales	Unmarried	Non-White	Female	0	0	37	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Self-employed	Some-college	10	Single	Farming-fishing	Own-child	White-h1	Male	0	0	50	United-States
(68.1, 75.4]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	government department	Assoc-acdm	12	Single	Exec-managerial	Unmarried	White-h1	Female	0	0	32	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Tech-support	Not-in-family	White-h1	Male	0	0	54	United-States
(31.6, 38.9]	Private-h1	Assoc-acdm	12	Married-h1	Sales	Husband	White-h1	Male	0	1977	45	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	30	United-States
(24.3, 31.6]	government department	Some-college	10	Single	Protective-serv	Not-in-family	Non-White	Male	0	1974	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Adm-clerical	Unmarried	White-h1	Female	914	0	40	United-States
(68.1, 75.4]	Private-h1	HS-grad	9	Widowhood	Other-service	Other-relative	White-h1	Female	0	0	32	United-States
(24.3, 31.6]	Private-h1	5th-6th	3	Single	Machine-op-inspct	Other-relative	White-h1	Male	0	0	40	Mexico
(31.6, 38.9]	Private-h1	Masters	14	Single	Exec-managerial	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	3411	0	40	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Single	Other-service	Unmarried	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Other-service	Unmarried	Non-White	Female	0	0	40	United-States
(38.9, 46.2]	government department	HS-grad	9	Single	Other-service	Not-in-family	Non-White	Female	0	0	48	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Single	Prof-specialty	Own-child	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Adm-clerical	Unmarried	Non-White	Female	0	0	40	Jamaica
(24.3, 31.6]	Self-employed	Some-college	10	Married-h1	Sales	Own-child	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	10th	6	Single	Other-service	Own-child	White-h1	Female	0	1602	18	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Craft-repair	Not-in-family	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	11th	7	Single	Other-service	Own-child	White-h1	Female	0	0	30	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Sales	Not-in-family	White-h1	Male	0	0	30	United-States
(16.927, 24.3]	government department	Some-college	10	Single	Other-service	Not-in-family	White-h1	Female	0	0	40	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Single	Other-service	Not-in-family	Non-White	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Other-service	Unmarried	White-h1	Female	0	0	8	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Single	Exec-managerial	Not-in-family	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Widowhood	Exec-managerial	Unmarried	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	Private-h1	Masters	14	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	50	United-States
(16.927, 24.3]	Private-h1	11th	7	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Widowhood	Exec-managerial	Not-in-family	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Self-employed	Some-college	10	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	40	United-States
(46.2, 53.5]	government department	HS-grad	9	Married-h1	Transport-moving	Husband	Non-White	Male	0	0	40	United-States
(46.2, 53.5]	government department	Bachelors	13	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Self-employed	Bachelors	13	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	government department	Masters	14	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Self-employed	Assoc-acdm	12	Single	Sales	Not-in-family	White-h1	Male	0	0	50	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Farming-fishing	Own-child	White-h1	Male	0	0	50	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Single	Sales	Not-in-family	White-h1	Female	0	0	40	United-States
(53.5, 60.8]	Private-h1	Bachelors	13	Single	Prof-specialty	Unmarried	Non-White	Female	0	0	50	Haiti
(53.5, 60.8]	government department	Masters	14	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	3464	0	50	United-States
(46.2, 53.5]	Private-h1	7th-8th	4	Single	Machine-op-inspct	Not-in-family	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	government department	Some-college	10	Single	Adm-clerical	Own-child	White-h1	Female	0	0	20	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Priv-house-serv	Other-relative	White-h1	Female	0	0	10	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Single	Sales	Not-in-family	White-h1	Female	3325	0	45	United-States
(60.8, 68.1]	Self-employed	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	9386	0	50	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Not-in-family	White-h1	Male	0	0	60	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Married-h1	Sales	Husband	White-h1	Male	0	0	48	United-States
(16.927, 24.3]	Private-h1	11th	7	Single	Adm-clerical	Other-relative	Non-White	Female	0	0	20	United-States
(38.9, 46.2]	government department	Masters	14	Single	Prof-specialty	Unmarried	Non-White	Female	0	0	40	United-States
(60.8, 68.1]	Private-h1	11th	7	Married-h1	Sales	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Sales	Not-in-family	White-h1	Female	0	0	38	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Other-relative	White-h1	Male	0	0	28	Guatemala
(31.6, 38.9]	Private-h1	Some-college	10	Single	Machine-op-inspct	Unmarried	Non-White	Male	0	0	40	United-States
(46.2, 53.5]	Self-employed	HS-grad	9	Single	Exec-managerial	Unmarried	White-h1	Female	14084	0	30	United-States
(53.5, 60.8]	Private-h1	10th	6	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	7688	0	55	United-States
(60.8, 68.1]	Self-employed	HS-grad	9	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	60	United-States
(38.9, 46.2]	government department	HS-grad	9	Married-h1	Adm-clerical	Unmarried	White-h1	Female	0	0	37	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Adm-clerical	Not-in-family	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Sales	Not-in-family	White-h1	Female	0	0	35	United-States
(46.2, 53.5]	Private-h1	Masters	14	Single	Exec-managerial	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Single	Exec-managerial	Unmarried	White-h1	Female	0	0	30	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Own-child	White-h1	Female	0	0	35	United-States
(46.2, 53.5]	Self-employed	Prof-school	15	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	government department	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	44	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Adm-clerical	Other-relative	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Protective-serv	Own-child	White-h1	Female	0	0	40	United-States
(68.1, 75.4]	Self-employed	HS-grad	9	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	3	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	40	United-States
(60.8, 68.1]	Self-employed	HS-grad	9	Married-h1	Farming-fishing	Husband	White-h1	Male	10605	0	60	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Prof-specialty	Unmarried	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Self-employed	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	9th	5	Single	Other-service	Own-child	White-h1	Male	0	0	40	United-States
(60.8, 68.1]	government department	Bachelors	13	Single	Adm-clerical	Not-in-family	Non-White	Female	0	0	40	United-States
(31.6, 38.9]	government department	Some-college	10	Married-h1	Protective-serv	Own-child	Non-White	Male	0	0	52	United-States
(46.2, 53.5]	Self-employed	HS-grad	9	Single	Sales	Not-in-family	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	11th	7	Single	Machine-op-inspct	Own-child	White-h1	Male	0	0	48	United-States
(31.6, 38.9]	government department	HS-grad	9	Single	Exec-managerial	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Assoc-acdm	12	Married-h1	Prof-specialty	Husband	White-h1	Male	0	1740	45	United-States
(38.9, 46.2]	government department	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	50	United-States
(16.927, 24.3]	Private-h1	Assoc-acdm	12	Single	Sales	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	government department	HS-grad	9	Single	Other-service	Unmarried	Non-White	Female	0	0	40	United-States
(24.3, 31.6]	government department	Assoc-voc	11	Married-h1	Protective-serv	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Other-service	Unmarried	White-h1	Female	0	0	25	United-States
(38.9, 46.2]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Not-in-family	White-h1	Male	594	0	50	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Sales	Unmarried	White-h1	Female	0	0	48	United-States
(38.9, 46.2]	Self-employed	Bachelors	13	Single	Sales	Own-child	Non-White	Male	0	0	60	Iran
(38.9, 46.2]	Private-h1	Masters	14	Married-h1	Exec-managerial	Husband	White-h1	Male	15024	0	50	United-States
(60.8, 68.1]	Private-h1	Assoc-acdm	12	Single	Exec-managerial	Not-in-family	White-h1	Female	0	0	43	United-States
(53.5, 60.8]	government department	Assoc-voc	11	Single	Prof-specialty	Unmarried	White-h1	Male	4934	0	40	United-States
(38.9, 46.2]	Private-h1	12th	8	Married-h1	Craft-repair	Not-in-family	Non-White	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Craft-repair	Other-relative	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	Assoc-voc	11	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	government department	Some-college	10	Single	Adm-clerical	Own-child	White-h1	Female	0	0	20	United-States
(24.3, 31.6]	Private-h1	9th	5	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	45	United-States
(53.5, 60.8]	Self-employed	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	2415	50	United-States
(31.6, 38.9]	government department	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	75	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	3103	0	55	United-States
(38.9, 46.2]	government department	HS-grad	9	Married-h1	Adm-clerical	Unmarried	White-h1	Female	0	0	38	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Other-service	Own-child	White-h1	Female	0	0	30	United-States
(60.8, 68.1]	government department	HS-grad	9	Single	Transport-moving	Other-relative	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Transport-moving	Own-child	White-h1	Female	0	0	30	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Adm-clerical	Wife	White-h1	Female	7298	0	40	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Married-h1	Sales	Husband	White-h1	Male	0	0	50	United-States
(31.6, 38.9]	Private-h1	Assoc-acdm	12	Widowhood	Sales	Own-child	Non-White	Female	0	0	36	United-States
(24.3, 31.6]	Self-employed	HS-grad	9	Single	Sales	Unmarried	Non-White	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	Non-White	Male	0	0	45	United-States
(53.5, 60.8]	Private-h1	Bachelors	13	Married-h1	Handlers-cleaners	Husband	White-h1	Male	0	0	40	Italy
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	43	United-States
(16.927, 24.3]	Private-h1	Assoc-acdm	12	Married-h1	Other-service	Wife	White-h1	Female	0	0	40	Puerto-Rico
(60.8, 68.1]	Self-employed	Masters	14	Widowhood	Prof-specialty	Not-in-family	White-h1	Male	18481	0	2	United-States
(53.5, 60.8]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Female	8614	0	48	United-States
(38.9, 46.2]	Self-employed	Bachelors	13	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	50	United-States
(31.6, 38.9]	Self-employed	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	1887	60	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	45	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Tech-support	Unmarried	White-h1	Female	0	0	50	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Adm-clerical	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	11th	7	Single	Craft-repair	Unmarried	White-h1	Female	0	0	52	United-States
(38.9, 46.2]	Private-h1	Assoc-voc	11	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	50	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Tech-support	Own-child	White-h1	Male	0	0	25	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Sales	Husband	White-h1	Male	0	1977	45	United-States
(31.6, 38.9]	Self-employed	Some-college	10	Married-h1	Prof-specialty	Wife	White-h1	Female	0	0	60	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Other-service	Not-in-family	Non-White	Female	0	0	35	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Craft-repair	Unmarried	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	government department	Prof-school	15	Married-h1	Prof-specialty	Husband	White-h1	Male	15024	0	45	United-States
(46.2, 53.5]	Self-employed	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	40	United-States
(60.8, 68.1]	Private-h1	Bachelors	13	Single	Tech-support	Not-in-family	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	3103	0	40	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Single	Exec-managerial	Own-child	White-h1	Female	0	0	35	United-States
(31.6, 38.9]	Self-employed	HS-grad	9	Single	Other-service	Unmarried	White-h1	Male	0	0	60	United-States
(24.3, 31.6]	Private-h1	Assoc-acdm	12	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	55	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Single	Sales	Own-child	White-h1	Female	0	0	15	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Single	Transport-moving	Not-in-family	White-h1	Male	0	0	68	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Other-service	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Machine-op-inspct	Not-in-family	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Masters	14	Married-h1	Prof-specialty	Wife	White-h1	Female	15024	0	24	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	55	United-States
(16.927, 24.3]	Private-h1	10th	6	Single	Other-service	Own-child	White-h1	Male	0	0	15	United-States
(46.2, 53.5]	Self-employed	12th	8	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	45	United-States
(53.5, 60.8]	Private-h1	Assoc-acdm	12	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(53.5, 60.8]	Self-employed	HS-grad	9	Single	Craft-repair	Own-child	White-h1	Male	0	0	35	United-States
(38.9, 46.2]	government department	Assoc-voc	11	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	44	United-States
(38.9, 46.2]	Self-employed	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	30	United-States
(53.5, 60.8]	Self-employed	Masters	14	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	50	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	United-States
(60.8, 68.1]	Private-h1	9th	5	Single	Priv-house-serv	Not-in-family	Non-White	Female	1055	0	22	United-States
(24.3, 31.6]	Private-h1	Assoc-voc	11	Married-h1	Craft-repair	Husband	White-h1	Male	3464	0	38	United-States
(24.3, 31.6]	Private-h1	11th	7	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	40	Mexico
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Exec-managerial	Not-in-family	White-h1	Male	0	1876	45	United-States
(31.6, 38.9]	Private-h1	HS-grad	9	Single	Adm-clerical	Unmarried	White-h1	Female	0	0	40	Mexico
(31.6, 38.9]	government department	HS-grad	9	Single	Craft-repair	Not-in-family	White-h1	Male	0	1876	40	Canada
(53.5, 60.8]	government department	12th	8	Married-h1	Farming-fishing	Husband	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	50	United-States
(24.3, 31.6]	Private-h1	Assoc-voc	11	Single	Prof-specialty	Not-in-family	White-h1	Female	4650	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Single	Exec-managerial	Unmarried	White-h1	Female	0	0	70	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Single	Tech-support	Not-in-family	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Self-employed	Some-college	10	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	99	United-States
(60.8, 68.1]	Self-employed	Some-college	10	Widowhood	Sales	Not-in-family	White-h1	Female	0	0	20	United-States
(24.3, 31.6]	Self-employed	Assoc-voc	11	Single	Machine-op-inspct	Not-in-family	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Married-h1	Other-service	Not-in-family	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Adm-clerical	Own-child	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Machine-op-inspct	Husband	White-h1	Male	0	0	58	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Single	Adm-clerical	Not-in-family	White-h1	Male	0	0	33	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Single	Other-service	Own-child	White-h1	Female	0	0	30	United-States
(38.9, 46.2]	Private-h1	1st-4th	2	Married-h1	Other-service	Not-in-family	White-h1	Female	0	0	40	Mexico
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	45	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Married-h1	Sales	Husband	White-h1	Male	7688	0	50	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Adm-clerical	Unmarried	White-h1	Female	0	0	30	United-States
(38.9, 46.2]	government department	Some-college	10	Single	Protective-serv	Unmarried	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	Private-h1	Some-college	10	Single	Handlers-cleaners	Own-child	White-h1	Male	0	0	60	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Adm-clerical	Not-in-family	White-h1	Male	0	0	40	United-States
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Prof-specialty	Wife	White-h1	Female	0	0	40	United-States
(38.9, 46.2]	Private-h1	Masters	14	Married-h1	Exec-managerial	Wife	White-h1	Female	0	0	24	United-States
(24.3, 31.6]	Private-h1	Some-college	10	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	40	United-States
(31.6, 38.9]	Private-h1	Doctorate	16	Single	Prof-specialty	Not-in-family	White-h1	Female	0	0	80	United-States
(46.2, 53.5]	Self-employed	HS-grad	9	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	15	United-States
(24.3, 31.6]	Private-h1	HS-grad	9	Single	Machine-op-inspct	Not-in-family	Non-White	Male	0	0	40	United-States
(38.9, 46.2]	government department	Masters	14	Single	Prof-specialty	Unmarried	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Single	Other-service	Own-child	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Assoc-voc	11	Single	Prof-specialty	Unmarried	White-h1	Female	0	0	55	United-States
(16.927, 24.3]	Private-h1	Bachelors	13	Married-h1	Exec-managerial	Wife	White-h1	Female	0	0	40	United-States
(24.3, 31.6]	Private-h1	Bachelors	13	Widowhood	Adm-clerical	Not-in-family	White-h1	Female	0	0	40	United-States
(16.927, 24.3]	government department	Assoc-acdm	12	Single	Prof-specialty	Own-child	White-h1	Female	0	0	2	United-States
(38.9, 46.2]	Private-h1	9th	5	Single	Priv-house-serv	Unmarried	White-h1	Female	0	0	40	Columbia
(31.6, 38.9]	government department	Some-college	10	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	45	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Craft-repair	Not-in-family	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Adm-clerical	Own-child	White-h1	Male	0	0	40	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Single	Other-service	Not-in-family	White-h1	Male	0	0	40	United-States
(60.8, 68.1]	Private-h1	Masters	14	Widowhood	Exec-managerial	Not-in-family	White-h1	Male	0	0	55	United-States
(46.2, 53.5]	Private-h1	10th	6	Single	Machine-op-inspct	Not-in-family	Non-White	Male	0	0	40	United-States
(31.6, 38.9]	Private-h1	Assoc-voc	11	Married-h1	Tech-support	Husband	White-h1	Male	0	0	40	United-States
(38.9, 46.2]	Private-h1	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	45	United-States
(16.927, 24.3]	Private-h1	Assoc-acdm	12	Single	Protective-serv	Own-child	White-h1	Male	0	0	60	United-States
(16.927, 24.3]	government department	Some-college	10	Single	Exec-managerial	Own-child	White-h1	Male	0	0	10	United-States
(46.2, 53.5]	Private-h1	Some-college	10	Married-h1	Handlers-cleaners	Husband	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	government department	Assoc-acdm	12	Married-h1	Prof-specialty	Husband	White-h1	Male	0	0	48	United-States
(31.6, 38.9]	government department	Some-college	10	Married-h1	Adm-clerical	Husband	Non-White	Male	0	0	40	United-States
(24.3, 31.6]	government department	Some-college	10	Married-h1	Adm-clerical	Husband	White-h1	Male	7298	0	48	Cuba
(46.2, 53.5]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	0	40	United-States
(31.6, 38.9]	Self-employed	HS-grad	9	Married-h1	Craft-repair	Husband	White-h1	Male	0	0	90	United-States
(46.2, 53.5]	government department	Assoc-voc	11	Single	Protective-serv	Unmarried	White-h1	Male	0	0	48	United-States
(16.927, 24.3]	Private-h1	HS-grad	9	Married-h1	Sales	Husband	White-h1	Male	0	2377	40	United-States
(31.6, 38.9]	Private-h1	Masters	14	Single	Sales	Not-in-family	White-h1	Male	0	0	50	United-States
(38.9, 46.2]	Self-employed	Masters	14	Married-h1	Prof-specialty	Husband	White-h1	Male	0	2415	55	United-States
(38.9, 46.2]	Private-h1	HS-grad	9	Married-h1	Transport-moving	Husband	White-h1	Male	0	0	50	United-States
(31.6, 38.9]	Private-h1	Bachelors	13	Single	Prof-specialty	Not-in-family	White-h1	Male	0	0	40	United-States
(24.3, 31.6]	government department	Some-college	10	Married-h1	Exec-managerial	Husband	White-h1	Male	0	0	12	United-States
